Date,RELIANCE.NS,TCS.NS,INFY.NS
2021-11-24,1069.9154052734375,3054.219482421875,1522.5089111328125
2021-11-25,1134.3221435546875,3056.525390625,1546.20849609375
2021-11-26,1097.761962890625,3057.3681640625,1518.60400390625
2021-11-29,1110.9119873046875,3106.2861328125,1522.822998046875
2021-11-30,1094.48583984375,3130.368408203125,1537.4556884765625
2021-12-01,1122.5146484375,3173.521240234375,1539.4755859375
2021-12-02,1129.7265625,3231.264892578125,1569.4141845703125
2021-12-03,1095.7825927734375,3229.091796875,1558.0133056640625
2021-12-06,1075.0113525390625,3136.799560546875,1521.880615234375
2021-12-07,1083.7703857421875,3179.464111328125,1536.55810546875
2021-12-08,1100.2645263671875,3217.073486328125,1573.9923095703125
2021-12-09,1117.7142333984375,3194.76513671875,1583.05908203125
2021-12-10,1118.851806640625,3225.854736328125,1579.2889404296875
2021-12-13,1096.4197998046875,3201.772705078125,1566.1824951171875
2021-12-14,1082.996826171875,3214.3232421875,1572.9151611328125
2021-12-15,1079.8345947265625,3166.9130859375,1556.80126953125
2021-12-16,1093.80322265625,3176.89208984375,1590.3756103515625
2021-12-17,1064.932861328125,3179.33154296875,1634.5875244140625
2021-12-20,1036.2216796875,3154.983154296875,1614.883056640625
2021-12-21,1051.646484375,3200.574951171875,1626.2838134765625
2021-12-22,1076.60400390625,3220.488037109375,1638.0435791015625
2021-12-23,1076.2171630859375,3248.828369140625,1667.5780029296875
2021-12-24,1079.652587890625,3256.100830078125,1672.8746337890625
2021-12-27,1078.4923095703125,3278.453857421875,1675.253662109375
2021-12-28,1091.30078125,3287.72265625,1694.8685302734375
2021-12-29,1093.1663818359375,3277.212158203125,1692.6693115234375
2021-12-30,1073.4189453125,3311.849609375,1699.222412109375
2021-12-31,1077.5367431640625,3315.929931640625,1694.64404296875
2022-01-03,1093.780517578125,3386.358154296875,1704.2493896484375
2022-01-04,1118.465087890625,3445.787353515625,1704.8779296875
2022-01-05,1123.6976318359375,3424.67578125,1655.9530029296875
2022-01-06,1099.5364990234375,3377.2216796875,1631.8494873046875
2022-01-07,1108.4093017578125,3418.068115234375,1628.707763671875
2022-01-10,1109.3193359375,3441.44091796875,1661.428955078125
2022-01-11,1117.3048095703125,3473.4169921875,1665.7828369140625
2022-01-12,1147.130859375,3423.744873046875,1685.397705078125
2022-01-13,1153.592041015625,3457.450927734375,1702.768310546875
2022-01-14,1155.275390625,3519.762939453125,1731.988525390625
2022-01-17,1161.304443359375,3565.00048828125,1741.100341796875
2022-01-18,1147.4493408203125,3539.676513671875,1724.268310546875
2022-01-19,1147.3582763671875,3478.409912109375,1676.0616455078125
2022-01-20,1127.2696533203125,3400.127685546875,1637.1458740234375
2022-01-21,1127.45166015625,3406.30322265625,1603.032958984375
2022-01-24,1081.9730224609375,3351.07861328125,1559.135498046875
2022-01-25,1079.8572998046875,3349.790283203125,1545.984130859375
2022-01-27,1063.863525390625,3242.58544921875,1506.888916015625
2022-01-28,1062.83984375,3278.8388671875,1513.71142578125
2022-01-31,1085.9317626953125,3319.890380859375,1558.5968017578125
2022-02-01,1082.337158203125,3377.11328125,1590.7796630859375
2022-02-02,1084.5438232421875,3426.4736328125,1604.2900390625
2022-02-03,1070.529541015625,3398.395263671875,1560.7064208984375
